Sample_ID,Area median,Area sd,Area skew,Perimeter median,Perimeter sd,Perimeter skew,Eccentricity median,Eccentricity sd,Eccentricity skew,Solidity median,Solidity sd,Solidity skew,Aspect.Ratio median,Aspect.Ratio sd,Aspect.Ratio skew,Intensity.Mean median,Intensity.Mean sd,Intensity.Mean skew,Intensity.Median median,Intensity.Median sd,Intensity.Median skew,Intensity.SD median,Intensity.SD sd,Intensity.SD skew,Intensity.Max median,Intensity.Max sd,Intensity.Max skew,Intensity.Min median,Intensity.Min sd,Intensity.Min skew,Intensity.Skew median,Intensity.Skew sd,Intensity.Skew skew,Texture.Contrast.Mean median,Texture.Contrast.Mean sd,Texture.Contrast.Mean skew,Texture.Contrast.Median median,Texture.Contrast.Median sd,Texture.Contrast.Median skew,Texture.Contrast.SD median,Texture.Contrast.SD sd,Texture.Contrast.SD skew,Texture.Contrast.Max median,Texture.Contrast.Max sd,Texture.Contrast.Max skew,Texture.Contrast.Min median,Texture.Contrast.Min sd,Texture.Contrast.Min skew,Texture.Homogeneity.Mean median,Texture.Homogeneity.Mean sd,Texture.Homogeneity.Mean skew,Texture.Homogeneity.Median median,Texture.Homogeneity.Median sd,Texture.Homogeneity.Median skew,Texture.Homogeneity.SD median,Texture.Homogeneity.SD sd,Texture.Homogeneity.SD skew,Texture.Homogeneity.Max median,Texture.Homogeneity.Max sd,Texture.Homogeneity.Max skew,Texture.Homogeneity.Min median,Texture.Homogeneity.Min sd,Texture.Homogeneity.Min skew,Texture.Energy.Mean median,Texture.Energy.Mean sd,Texture.Energy.Mean skew,Texture.Energy.Median median,Texture.Energy.Median sd,Texture.Energy.Median skew,Texture.Energy.SD median,Texture.Energy.SD sd,Texture.Energy.SD skew,Texture.Energy.Max median,Texture.Energy.Max sd,Texture.Energy.Max skew,Texture.Energy.Min median,Texture.Energy.Min sd,Texture.Energy.Min skew,Texture.Correlation.Mean median,Texture.Correlation.Mean sd,Texture.Correlation.Mean skew,Texture.Correlation.Median median,Texture.Correlation.Median sd,Texture.Correlation.Median skew,Texture.Correlation.SD median,Texture.Correlation.SD sd,Texture.Correlation.SD skew,Texture.Correlation.Max median,Texture.Correlation.Max sd,Texture.Correlation.Max skew,Texture.Correlation.Min median,Texture.Correlation.Min sd,Texture.Correlation.Min skew,Cell Number
TCGA-49-4506-01A,-0.043658626,-0.047718996,-0.157079291,0.037918538,-0.110453416,-0.127455913,0.015666158,-0.034871759,0.004904995,0.068088161,-0.047779618,0.102894557,-0.03146441,-0.173294795,-0.230010084,-0.246171453,-0.120660341,0.067428245,-0.235022181,-0.148892596,0.044835352,-0.178384142,-0.171138054,-0.054063086,-0.186215916,-0.132423721,0.271401601,-0.24776831,-0.187158689,0.090040133,0.021751797,-0.057718285,0.047622946,-0.242428695,-0.262207762,-0.003972168,-0.249455035,-0.253566766,-0.067358081,-0.171481283,-0.21196051,-0.13338136,-0.209612292,-0.265407764,-0.026823022,-0.235989374,-0.254344143,-0.054375947,-0.056273403,-0.027253112,-0.032780569,-0.00885338,-0.034869429,-0.053970429,-0.010781844,-0.075825507,-0.201398164,0.027163872,-0.063653987,-0.074366024,-0.094392838,0.02788532,-0.05361008,-0.02752323,-0.025648453,-0.063535683,-0.074341826,-0.042844481,-0.0443332,0.03532121,-0.00852925,-0.188550526,-0.012805208,-0.065987312,-0.014603985,0.010312896,-0.003764655,-0.099947367,0.079031731,0.00447095,-0.115574955,0.073788063,-0.033480881,-0.092010135,-0.102628993,-0.153295737,-0.265866001,0.11505781,-0.14645727,-0.321773486,0.028047282,-0.020844431,-0.010527363,-0.079814852
TCGA-49-4507-01A,-0.134938056,-0.129667624,-0.215433236,-0.156299555,-0.181981619,-0.176478542,-0.045861532,0.016070157,0.026362691,-0.027688797,-0.007422546,0.147486559,-0.086100196,-0.183037001,-0.239013235,-0.049968272,0.00801747,0.002041065,-0.04317586,0.076533153,-0.033467564,-0.03965954,0.023130314,-0.020730975,-0.085375271,-0.171475195,0.266164336,-0.227294732,0.000589751,-0.081306296,0.009785346,-0.077588199,-0.014942909,-0.04712898,-0.12547203,0.002792189,-0.063661459,-0.117022005,-0.003296085,-0.038312112,-0.089611788,-0.145028231,-0.082813616,-0.114833062,-0.056902914,-0.079615382,-0.109376839,0.043155277,-0.056368717,-0.036904787,-0.057753509,-0.050993653,-0.027987182,-0.089628408,0.064333406,-0.036052226,-0.177197723,-0.072070631,-0.083321362,-0.054053354,-0.126802394,-0.022665537,-0.068214529,0.023073038,-0.048789342,-0.091818123,-0.02507975,-0.03174299,-0.091506143,0.078785725,-0.023333681,-0.187895714,-0.05568511,-0.082202007,-0.100823881,-0.03362923,-0.090858655,-0.136547833,-0.138296202,-0.204055693,-0.075570978,-0.147691613,-0.148306554,-0.081703158,0.018808833,-0.060148762,-0.261766061,-0.123417892,-0.111760206,-0.271131634,-0.122482045,-0.142070255,-0.031599989,0.286215437
TCGA-49-4512-01A,-0.077827637,-0.13244067,-0.225611235,-0.090137012,-0.120679666,-0.118846868,-0.023614462,-0.015017487,0.021549179,0.012436001,0.030429955,0.112450778,-0.06025262,-0.202196811,-0.211181473,-0.019428539,0.0090109,-0.040765746,-0.082572205,0.044415161,-0.010538273,-0.108553171,-0.017073476,0.019539674,0.056641886,-0.171699621,0.252033428,0.012460141,0.010077126,-0.057666079,-0.136700413,0.003837683,-9.65E-05,-0.052258474,-0.024906543,-0.079628115,-0.066101552,-0.028069577,-0.050921351,-0.056116044,-0.063634655,-0.100353548,-0.038458253,-0.022192268,-0.126172393,-0.040813267,-0.039821262,-0.077106254,-0.026252001,-0.049660312,-0.058220752,0.010467911,-0.036961549,-0.029395568,0.024144973,-0.07528373,-0.20514358,0.017487221,-0.054191689,-0.059676362,-0.01523248,-0.027479673,-0.055877334,-0.008689087,-0.044846347,-0.061028011,-0.043471647,-0.04809155,-0.057262816,0.046320513,-0.058506436,-0.211480034,0.018831392,-0.026506228,-0.090738647,0.001732365,-0.054125709,-0.069073298,-0.126833712,-0.043372371,-0.096994952,-0.081115431,-0.074905051,-0.115929649,-0.032956809,-0.078161737,-0.237863163,-0.070565772,-0.058674298,-0.293929214,-0.12644,-0.070166654,-0.00259502,0.103894253
TCGA-49-AAR9-01A,-0.186848416,-0.196196205,-0.206716947,-0.161413633,-0.185349301,-0.123740143,0.002601437,0.00091181,-0.02945626,0.016140632,0.028053341,0.139223223,-0.043940623,-0.233929088,-0.177878666,-0.038473355,0.036229588,-0.010847627,-0.080061675,0.09323879,-0.005677151,-0.008280751,0.03522968,-0.037749131,-0.015016814,-0.231439395,0.297066497,-0.098274144,-0.007866585,-0.021649709,0.023837933,-0.022124354,-0.027723236,-0.041088555,-0.073878272,-0.07210787,-0.050962971,-0.073998625,-0.068274415,-0.102571528,-0.082959876,-0.146360572,-0.067451332,-0.077672486,-0.066913744,-0.029224526,-0.073660867,-0.079133903,-0.030169052,-0.061541858,-0.058270706,-0.015202839,-0.080466111,-0.056383052,0.09769764,-0.092639488,-0.222988528,-0.015212695,-0.06094724,-0.049462595,-0.058734651,-0.08680403,-0.058158104,-0.0117374,-0.086136856,-0.086431577,-0.015551457,-0.094105554,-0.071785431,0.09575404,-0.077811815,-0.21281059,0.029977899,-0.071305682,-0.063461026,-0.076218324,-0.104512071,-0.125055612,-0.10421912,-0.062489053,-0.042619478,-0.107206631,-0.072886042,-0.05967676,0.042402446,-0.170353496,-0.326338813,-0.011104166,-0.047909258,-0.172020938,-0.180256798,-0.063696874,0.079552436,0.110994395
TCGA-50-5045-01A,-0.093504153,-0.09543767,-0.204924828,-0.054680517,-0.037335882,-0.114388767,0.019020401,-0.022348884,-0.015511772,-0.015272811,0.004796375,0.104893829,-0.020490154,-0.208813836,-0.267649948,-0.018554354,-0.01416366,0.063437485,-0.049351044,-0.025016305,0.06910611,-0.010911728,-0.022297878,-0.029742283,-0.027554074,-0.148268772,0.255189975,-0.216508791,-0.04515624,7.89E-05,0.036191078,-0.042868528,0.014432887,-0.072768678,-0.02549547,-0.039910086,-0.081334896,-0.022244237,-0.04173423,-0.063897407,-0.066196204,-0.124864812,-0.055491586,-0.026529991,-0.041227613,-0.070223025,-0.037603792,-0.035603955,0.008405596,0.007864778,-0.069775401,0.023196157,0.002450502,-0.072944454,0.021850207,-0.051481397,-0.192577248,0.045612918,-0.027194802,-0.067900907,-0.003275267,0.017565949,-0.065708371,0.009828939,0.016328009,-0.092640761,-0.02673677,0.029053243,-0.108028214,0.04978393,-0.009784035,-0.17626132,0.01192509,-0.013180716,-0.0820424,-0.020465547,0.013799677,-0.097659938,-0.037462395,0.007723142,-0.079603837,-0.050316547,0.006693692,-0.071184539,-0.050847831,-0.090452268,-0.264775959,-0.007932521,-0.048836829,-0.200027343,-0.045637152,-0.017066899,-0.010532694,0.198902922
TCGA-50-5946-02A,-0.141028007,-0.138256006,-0.205221763,-0.093756547,-0.099753374,-0.119673365,0.027467358,-0.041797238,-0.018071371,-0.078848894,0.039345661,0.138346401,-0.015164519,-0.212863485,-0.214582685,-0.220954355,-0.069908517,0.114441076,-0.214099511,-0.066744266,0.133012546,0.017061331,-0.078114161,-0.056009925,-0.07099037,-0.175266638,0.267968749,-0.27936235,-0.078977093,0.010338641,0.141247324,-0.001461513,-0.022065908,-0.221401561,-0.111133332,-0.06883164,-0.220323353,-0.115860742,-0.069633083,-0.182182467,-0.114110377,-0.127923917,-0.218966269,-0.112338901,-0.054233302,-0.201159966,-0.127789697,-0.055362341,0.013232743,-0.027871031,-0.080548675,0.004111834,-0.026499759,-0.059300027,0.042297095,-0.049317638,-0.200424658,0.071311809,-0.023385822,-0.06900901,-0.03223869,-0.020974891,-0.07246262,0.025668433,-0.022380828,-0.091784003,0.009605997,-0.019067065,-0.069346971,0.076280935,-0.075926208,-0.203737721,0.076069614,-0.021286758,-0.087578606,-0.011586163,-0.034106976,-0.09346227,-0.094329804,-0.108621265,-0.111872491,-0.066036427,-0.101857766,-0.126315512,-0.077506465,-0.122097269,-0.299980663,-0.060462442,-0.117589755,-0.292095417,-0.066082277,-0.09327844,-0.003440226,0.202858559
TCGA-50-6594-01A,-0.195287123,-0.127640315,-0.167566505,-0.159535131,-0.139709431,-0.124505758,0.022037321,0.009941534,-0.046481154,-0.161495068,0.033456839,0.142478833,-0.021217107,-0.226225253,-0.249052036,-0.14491409,-0.033744046,0.055725439,-0.134534857,-0.01667194,0.061833509,0.014717551,-0.081154409,-0.049114562,-0.24200816,-0.154103571,0.25993238,-0.172215245,-0.097046598,0.030914842,0.073018857,-0.015392884,0.022158208,-0.149944641,-0.170773415,-0.051887195,-0.151865297,-0.167717417,-0.0542487,-0.158276336,-0.151130278,-0.118774641,-0.159683483,-0.148467507,-0.056022118,-0.162611389,-0.180844061,-0.072708857,-0.020812634,-0.076705935,-0.082563165,-0.019200094,-0.061306086,-0.081535881,0.106230039,-0.1171365,-0.196489561,0.023576313,-0.076233037,-0.071685569,-0.064303646,-0.075352624,-0.055120009,0.031891538,-0.06250128,-0.091325938,0.015443787,-0.044655873,-0.073233253,0.137281264,-0.071746226,-0.218136508,0.067239299,-0.04898509,-0.083130168,-0.023458899,-0.075198424,-0.085660237,-0.150053998,-0.136470214,-0.115340698,-0.139754988,-0.138416985,-0.149916619,-0.04677566,-0.172386038,-0.297692343,-0.126755022,-0.13673566,-0.26350147,-0.148388232,-0.131901054,-0.026877234,0.350481496
TCGA-50-7109-01A,-0.079469672,-0.174127962,-0.203548851,-0.084730772,-0.118589114,-0.15546667,-0.013936183,-0.030764293,-0.028164831,-0.053829828,0.011993891,0.103266947,-0.057017736,-0.252988538,-0.247299822,-0.174499648,0.011557893,0.070983772,-0.171331875,0.03824651,0.104170919,0.041610574,-0.038187822,-0.051782803,-0.050601966,-0.18572004,0.278242267,-0.239359366,-0.077511194,0.044056999,0.184341039,-0.000934564,-0.002509562,-0.16912688,-0.119514523,-0.021392014,-0.164348924,-0.129847994,-0.025770131,-0.203398009,-0.135701083,-0.128702459,-0.171150746,-0.114198007,-0.059571037,-0.143377833,-0.136004114,-0.01026893,0.016115513,-0.064647435,-0.076862032,0.030244765,-0.062948093,-0.067114201,0.023632652,-0.129435808,-0.208307354,0.034031544,-0.064445416,-0.055079322,0.005602029,-0.071083648,-0.079290174,0.01621183,-0.067830081,-0.076835111,0.017731656,-0.070035782,-0.072894214,0.048746815,-0.108909431,-0.213363882,0.045016919,-0.067762886,-0.074346882,-0.032743413,-0.078260645,-0.10189345,-0.131831599,-0.115160294,-0.081458202,-0.115836092,-0.125947037,-0.101847553,-0.086048404,-0.158912591,-0.303967203,-0.106542152,-0.132735078,-0.284631043,-0.11782598,-0.124493236,0.016352605,0.133384159
TCGA-50-8460-01A,-0.215657872,-0.256316537,-0.290787467,-0.176426606,-0.254512269,-0.220110529,-0.054529478,-0.050573697,-0.014741824,0.09187146,-0.034259305,0.13482349,-0.11106815,-0.277458488,-0.150147502,-0.090784801,-0.042176647,0.020163428,-0.063923054,0.034652378,0.019337082,0.124509554,-0.056485486,-0.015347364,0.027206526,-0.228581919,0.28449462,-0.230981823,-0.097994202,-0.031731623,-0.022804999,-0.004485797,-0.007304089,-0.049771027,-0.118050552,-0.057319677,-0.050001756,-0.115145859,-0.054788317,-0.070627475,-0.137395074,-0.18122756,-0.06175498,-0.113300644,-0.066282636,-0.026639741,-0.118289617,-0.035828365,-0.025286821,-0.14334077,-0.074978539,-0.008389766,-0.136230943,-0.081546824,0.031054421,-0.153411918,-0.233997452,0.007384484,-0.117427611,-0.067259718,-0.050183134,-0.139904668,-0.092964557,-0.009221832,-0.129295484,-0.09310001,-0.012765109,-0.115197513,-0.091341979,0.036724774,-0.151566883,-0.215479025,0.053172001,-0.140031787,-0.088766125,-0.105158463,-0.146769715,-0.104550771,-0.183617046,-0.143540624,-0.112295878,-0.170892411,-0.144096071,-0.140290348,-0.049073497,-0.219095937,-0.349555781,-0.146347121,-0.150687269,-0.142729105,-0.199719944,-0.142231648,0.004529126,0.075271649
TCGA-53-7813-01A,-0.189911071,-0.218800159,-0.26855786,-0.142247386,-0.150947828,-0.168460003,-0.05144198,-0.072945473,-0.016018462,-0.03890537,0.003486722,0.151369522,-0.099597063,-0.271236591,-0.158716874,-0.115581061,0.022747906,0.082710247,-0.087659874,0.053979898,0.068109305,0.069748709,-0.019032181,-0.042559594,0.044181235,-0.212746371,0.279088833,-0.174724917,-0.058940931,-0.007930767,0.02066255,-0.020241458,-0.038742918,-0.046972586,-0.048017342,-0.028832418,-0.038632676,-0.052076759,-0.015052886,-0.08904379,-0.100141693,-0.128980197,-0.036292944,-0.043965561,-0.062756445,-0.052803014,-0.065972693,-0.006420702,-0.033251783,-0.096743663,-0.079278745,-0.027798831,-0.077953886,-0.067239896,0.052394295,-0.122637702,-0.235161438,0.020791779,-0.055788383,-0.0854244,-0.073681424,-0.117648913,-0.079610407,-0.006932343,-0.087266117,-0.108051824,-0.03265322,-0.090628224,-0.097838654,0.117680402,-0.096417278,-0.264515173,0.046678781,-0.058105702,-0.106322142,-0.037394878,-0.115597505,-0.098217865,-0.146512155,-0.086541288,-0.112538191,-0.130764618,-0.094036566,-0.142964421,-0.029690466,-0.221089104,-0.320689304,-0.1365733,-0.126789416,-0.20809147,-0.154569488,-0.079614316,0.014753563,0.059634693
TCGA-55-7574-01A,-0.186898362,-0.220769454,-0.178822662,-0.136521768,-0.121838886,-0.124089563,0.048788778,-0.036561257,0.00145226,-0.136480135,0.090560741,0.119437224,0.008440522,-0.225225906,-0.2709885,-0.176339584,-0.115059013,-0.01225826,-0.156417818,-0.120026783,0.015870294,-0.217684228,-0.156028837,-0.027903761,-0.398949923,-0.16416796,0.266473288,-0.16642111,-0.136680308,-0.017911847,-0.079600713,-0.008255094,-0.015815272,-0.224773033,-0.272224749,-0.086642251,-0.225850297,-0.266725181,-0.10588317,-0.254089182,-0.232962199,-0.13332002,-0.226933527,-0.25469049,-0.084376571,-0.235063112,-0.280824195,-0.071808517,0.08363305,-0.051242703,-0.078758849,0.099773309,-0.02073775,-0.059236316,0.105159763,-0.073916032,-0.1745488,0.111259063,-0.063219931,-0.068989935,0.02978783,-0.025144069,-0.088668282,0.110806122,-0.033811061,-0.077209037,0.098166691,-0.038139005,-0.052584503,0.121035919,-0.05968058,-0.196046978,0.137985348,-0.036512872,-0.09316145,0.070200939,-0.045447825,-0.106525888,-0.19190583,-0.14217194,-0.077612707,-0.181892558,-0.149349208,-0.098304263,-0.065571648,-0.142074874,-0.258157743,-0.182470885,-0.141658923,-0.247446636,-0.161232905,-0.124179614,0.005413665,0.337171477
TCGA-55-7910-01A,-0.118055238,-0.317342717,-0.244356887,-0.045551948,-0.271844873,-0.215321209,-0.038766305,0.002845218,-0.015901408,-0.144188287,0.104776976,0.064035267,-0.075126005,-0.22483522,-0.337305771,-0.197927652,-0.071133966,0.033182591,-0.195170224,-0.036812123,0.061349439,-0.170053159,-0.044537455,0.030762107,-0.180395383,-0.140348694,0.230274675,-0.225654625,-0.120463992,-0.07022372,0.078842851,-0.087542385,-0.027135051,-0.182602651,-0.205099199,0.033550309,-0.204559661,-0.192385587,0.018001118,-0.165947735,-0.152493943,-0.120325674,-0.169646766,-0.15629483,0.022654237,-0.172630114,-0.211966514,-0.020073571,0.101162082,-0.069306557,-0.067640303,0.042748045,-0.085156701,-0.075854318,0.129829049,-0.060522363,-0.151211112,0.118642256,-0.076296742,-0.097404394,0.053520454,-0.085343319,-0.138977324,0.064896227,0.002548667,-0.061825555,0.065046129,-0.018342633,-0.094013611,0.130127057,-0.024149836,-0.124654617,0.106557072,-0.03187489,-0.115345254,0.004482728,-0.042062811,-0.14873831,-0.126174949,-0.151586944,-0.095537019,-0.104053256,-0.189465938,-0.110649917,-0.083268294,-0.083103406,-0.240983464,-0.157369977,-0.142697396,-0.252169561,-0.003111247,-0.199708692,-0.092262671,0.355733682
TCGA-55-8097-01A,-0.133773885,-0.216291882,-0.171284879,-0.050576451,-0.132388321,-0.145883508,-0.048899588,-0.04862308,-0.080182423,-0.049916768,0.026242104,0.030171599,-0.08825997,-0.224935155,-0.245474844,-0.23444465,-0.105616357,0.087922434,-0.24400718,-0.096128184,0.097480872,-0.085704718,-0.142934025,-0.131654599,-0.058019619,-0.136506452,0.28522133,-0.32482811,-0.145166454,0.07937054,0.03642323,-0.186325699,-0.051362727,-0.165000089,-0.213466818,-0.03441402,-0.189711457,-0.194964039,-0.038793866,-0.210926274,-0.219001683,-0.084993595,-0.175925653,-0.193254932,-0.042360927,-0.156797579,-0.150600442,-0.041701785,-0.00836743,-0.144653562,-0.120220993,-0.003988266,-0.09351042,-0.05615422,0.047193597,-0.10900211,-0.216456193,0.059915348,-0.122137308,0.015795918,-0.026019571,-0.101381942,-0.08440087,0.015843353,-0.016262925,-0.076644023,0.001184305,0.013210394,-0.049135224,0.107263122,0.017032916,-0.192093246,0.062796055,-0.005219556,0.003146394,-0.0167228,0.002609569,-0.136049219,-0.106607413,-0.070718639,-0.099702427,-0.104866121,-0.091733384,-0.074480158,-0.030126182,-0.071567098,-0.226889391,-0.150996234,-0.086397387,-0.17927556,-0.108216636,-0.109285561,-0.023032023,0.241936765
TCGA-55-8508-01A,-0.163501543,-0.160167736,-0.277815932,-0.102654555,-0.135328759,-0.16861551,-0.012562088,0.013912687,-0.074077527,0.092808876,-0.111646646,0.078907699,-0.053193656,-0.217030428,-0.216479426,-0.308354411,-0.108601912,0.144040232,-0.323437012,-0.118560275,0.124879682,-0.022736692,-0.096865435,-0.136925245,-0.224595809,-0.136928237,0.27822303,-0.318454856,-0.12091056,0.187397826,0.1268053,-0.0318363,0.023620034,-0.28646149,-0.138295148,-0.021087867,-0.276502345,-0.115537413,0.002448095,-0.271086857,-0.176575877,-0.164412843,-0.286738002,-0.132846099,-0.049817079,-0.289904109,-0.164542002,-0.000970353,-0.13743252,-0.087789611,-0.077380975,-0.122576106,-0.067438339,-0.04055942,0.040174096,-0.120365837,-0.154666015,-0.06404509,-0.042469571,-0.073299851,-0.096493016,-0.072454743,-0.040076712,-0.093241296,-0.104077762,-0.028731435,-0.141860865,-0.089988894,-0.027405472,-0.034615621,0.021177342,-0.166681955,-0.071374992,-0.091052766,-0.06824103,-0.107877114,-0.114462832,-0.03840411,-0.098767191,-0.098663519,-0.1476045,-0.115848346,-0.133904697,-0.062788889,-0.036153998,-0.140347328,-0.199924546,-0.084602166,-0.104222032,-0.246372113,-0.116138985,-0.082789788,-0.077152994,0.10221154
TCGA-55-A494-01A,-0.129959563,-0.186472704,-0.184389247,-0.09407388,-0.143422876,-0.155395007,-0.011474925,-0.018487149,0.007860009,0.018255715,-0.001312266,0.130182497,-0.055535708,-0.219877346,-0.185275277,-0.057199187,-0.063567972,0.041856748,-0.018100386,-0.060280063,-0.012427425,-0.0507766,-0.132244136,0.000427458,-0.027463214,-0.200486546,0.294073098,-0.102713197,-0.100851406,-0.040909748,-0.042929023,-0.054667804,-0.080125537,-0.103172847,-0.074448743,-0.067782386,-0.10664711,-0.079221116,-0.078972682,-0.127842249,-0.140456964,-0.186810552,-0.079632272,-0.119755396,-0.058950185,-0.106567139,-0.100868607,-0.029202698,-0.030407588,-0.033086547,-0.052468978,-0.052353992,-0.026537746,-0.038625654,0.073426761,-0.115922576,-0.243377379,0.02168163,-0.076075599,-0.061694617,-0.066795213,-0.035994154,-0.08270371,-0.033380759,-0.044280782,-0.053652946,-0.070828796,-0.031194007,-0.04866134,0.053671076,-0.110237129,-0.23971213,0.022506167,-0.063268576,-0.047355895,-0.081812856,-0.047515177,-0.094364929,-0.070014464,-0.046462337,-0.133931851,-0.092474326,-0.07133268,-0.172481289,-0.041038493,-0.200797309,-0.354421674,-0.045443128,-0.085122046,-0.241667537,-0.126868642,-0.091186555,0.012539199,0.121133445
TCGA-64-5781-01A,-0.164029656,-0.229631162,-0.253548134,-0.119027571,-0.153975878,-0.175897854,-0.001043901,-0.034719408,-0.020281897,-0.085832832,-0.024157212,0.066261366,-0.041614154,-0.264743776,-0.281557559,-0.022813216,-0.027315248,-0.069896793,0.089439615,-0.033302909,-0.125826555,-0.114613791,0.095177067,0.06098865,0.002704551,-0.179941072,0.252211836,-0.112009299,0.016487637,-0.109188363,-0.122830489,-0.075652017,-0.041462113,-0.071345732,-0.098342156,-0.130643906,-0.078401709,-0.097317216,-0.095356187,-0.052724319,-0.071366845,-0.130538421,-0.063347662,-0.070128361,-0.094607407,-0.043616354,-0.093898216,-0.067445477,0.019219399,-0.083966462,-0.073594396,0.02925715,-0.053307576,-0.081798634,0.084889459,-0.097946658,-0.159671744,0.050378829,-0.113193717,-0.05830227,-0.060814682,-0.045839437,-0.088386131,0.004084509,-0.064907638,-0.096735558,-0.022628858,-0.040872006,-0.081979511,0.046746417,-0.070661716,-0.176634985,0.031391448,-0.059748285,-0.107215907,-0.008421253,-0.057932208,-0.122179091,-0.072747622,-0.094214404,-0.099886804,-0.060313139,-0.126416275,-0.074680414,-0.025385121,-0.117795766,-0.254726951,-0.050634878,-0.083983213,-0.282067241,-0.088599074,-0.101957387,-0.020458645,0.344925441
TCGA-69-7979-01A,-0.252302696,-0.324353233,-0.287953321,-0.239747734,-0.348038868,-0.227795319,-0.088129088,-0.037802883,0.046255612,-0.074432249,-0.045205987,0.121987842,-0.059156568,-0.280191854,-0.288953538,-0.371791016,-0.321738822,0.019280615,-0.314041637,-0.302690856,-0.003076106,-0.122344082,-0.309831923,0.021125846,-0.296466043,-0.263333479,0.31186519,-0.072142566,-0.303772084,-0.008442526,-0.03627139,-0.19087068,-0.075278874,-0.250959007,-0.422897385,-0.019849853,-0.23986586,-0.427851084,0.018078315,-0.273846154,-0.388625494,-0.197185944,-0.274587475,-0.416335614,-0.048684062,-0.221145946,-0.412164652,-0.02702502,-0.071156143,-0.24470636,-0.068883952,-0.032098525,-0.218450487,-0.055556346,0.030775893,-0.144145851,-0.240847819,-0.074456714,-0.197658078,-0.122794903,-0.127536422,-0.243599434,-0.091714295,-0.00596562,-0.224130887,-0.057809189,-0.067186295,-0.192609364,-0.042974889,0.099205121,-0.106679786,-0.23369721,-0.018216669,-0.202639093,-0.130482631,-0.051484044,-0.237730447,-0.085971109,-0.293092673,-0.37434445,-0.095945129,-0.281201868,-0.378465449,-0.154721319,-0.048916787,-0.259937107,-0.361564878,-0.310251034,-0.334818262,-0.20417418,-0.246447253,-0.364255009,-0.090809593,0.363672203
TCGA-69-7980-01A,-0.262037725,-0.20383302,-0.274192723,-0.189182065,-0.264930993,-0.238964645,-0.009770847,-0.057404687,-0.01062518,-0.05133018,0.070172597,0.1605155,-0.052594521,-0.289458095,-0.323949888,-0.304686053,-0.14976531,0.105579244,-0.24325907,-0.085276733,0.093345418,-0.047866784,-0.2264864,0.011612172,-0.283198428,-0.125450759,0.259577873,-0.150912899,-0.209600091,-0.049930635,0.145885197,-0.023448274,0.037046109,-0.313971546,-0.316687135,-0.000988189,-0.316379001,-0.306582604,-0.019875985,-0.319582059,-0.298845874,-0.150450788,-0.327906053,-0.315005972,0.022701369,-0.286624726,-0.333602076,0.017881942,0.069637277,-0.175657357,-0.081703378,0.05672231,-0.128493653,-0.103795091,0.073840958,-0.118400498,-0.189475339,0.141984489,-0.146704977,-0.097600348,0.021190323,-0.172750488,-0.112061285,0.095215829,-0.113291596,-0.106481157,0.04622424,-0.060796274,-0.133251539,0.115284109,-0.052457376,-0.20778171,0.13413747,-0.060416556,-0.086930541,0.001863784,-0.119785707,-0.115229963,-0.224283817,-0.241966331,-0.141430337,-0.210272149,-0.238100217,-0.118591718,-0.004549917,-0.173510237,-0.271896358,-0.249665616,-0.239127741,-0.243553849,-0.14876243,-0.253671939,-0.048752322,0.3604761
TCGA-73-4675-01A,-0.091891289,-0.183826184,-0.238656871,-0.109985708,-0.16572723,-0.167195159,-0.006725934,-0.059308518,-0.025309881,0.087560883,-0.085674411,0.101402451,-0.047876657,-0.22858368,-0.302984436,-0.093871101,-0.183052912,0.014057297,-0.129656911,-0.158904844,0.013604165,0.094067067,-0.167525135,0.01587042,-0.043080761,-0.116615773,0.253734799,-0.133224326,-0.183866412,0.013944923,0.0568997,-0.054588141,0.017375658,-0.09006474,-0.166739511,-0.018792329,-0.087708164,-0.162838832,-0.05066498,-0.124731318,-0.13145575,-0.127690361,-0.094460289,-0.156251409,-0.055020417,-0.078585372,-0.165287249,-0.047510072,-0.037858776,-0.060706556,-0.030423875,-0.023805731,-0.04380648,-0.038469291,-0.009149037,-0.025689459,-0.130619295,-0.04282534,-0.039196792,-0.032669344,-0.03183817,-0.06371491,-0.07382244,-0.100501821,-0.04007108,-0.051468091,-0.07742733,-0.02886747,-0.030199151,-0.058006731,-0.026407082,-0.133985839,-0.060361974,-0.040861944,-0.04530155,-0.067082215,-0.071887338,-0.09093567,-0.08109312,-0.057805763,-0.122073272,-0.077758683,-0.051537375,-0.084393072,-0.044215977,-0.05064485,-0.204583401,-0.023050914,-0.05965048,-0.218729958,-0.047712207,-0.06992993,-0.043256378,0.180353767
